unknown	document	note	3630 nodes, 101 of them focusable, at 1 device pixels per CSS pixel
works	Sheet	Escape closes it	the title produces no box
unknown	rect	panel:Collapsible	0.0 0.0 270.0 132.0
BROKEN	Overlay	the page still takes a pointer after a sheet	a click on the page's collapsible did nothing, so something is over it
unknown	rect	panel:Sheet and drawer	0.0 0.0 270.0 219.0
works	Drawer	it opens	the drawer's title is laid out
works	Drawer	its own button closes it	the title produces no box
unknown	rect	panel:Collapsible	0.0 0.0 270.0 132.0
BROKEN	Overlay	the page still takes a pointer after a drawer	a click on the page's collapsible did nothing, so something is over it
unknown	rect	panel:Popover, tooltip, hover card	0.0 0.0 514.0 273.0
works	Popover	it opens	the popover's label is laid out
works	Popover	it is placed where it was asked to be	the trigger is at Some(Rect { origin: Point { x: DevicePx(17.0), y: DevicePx(98.0), space: "device" }, size: Size { width: DevicePx(480.0), height: DevicePx(36.0), space: "device" }, space: "device" }) and the surface at Some(Rect { origin: Point { x: DevicePx(34.0), y: DevicePx(157.0), space: "device" }, size: Size { width: DevicePx(186.0), height: DevicePx(18.0), space: "device" }, space: "device" })
works	Popover	a click outside dismisses it	the label produces no box
unknown	rect	panel:Collapsible	0.0 0.0 270.0 132.0
BROKEN	Overlay	the page still takes a pointer after a popover	a click on the page's collapsible did nothing, so something is over it
unknown	rect	panel:Popover, tooltip, hover card	0.0 0.0 514.0 273.0
works	Tooltip	it waits for its delay and then opens	after the move it was false, and after 700ms true
BROKEN	Tooltip	it closes when the pointer goes	the tooltip produces no box once the pointer has left
works	HoverCard	resting on the trigger opens it	the card's text is laid out
works	HoverCard	it closes when the pointer goes	the card produces no box once the pointer has left
unknown	rect	panel:Collapsible	0.0 0.0 270.0 132.0
BROKEN	Overlay	the page still takes a pointer after a tooltip and a hover card	a click on the page's collapsible did nothing, so something is over it
unknown	rect	panel:Dropdown and context menu	0.0 0.0 314.0 222.0
works	DropdownMenu	it opens with all its items	6 of 6 items are laid out
BROKEN	DropdownMenu	typeahead jumps to the item that starts with the letter	typing b focused "Account"
BROKEN	DropdownMenu	the down arrow walks the items	the arrow moved from "Account" to "Account"
works	DropdownMenu	the disabled item is never landed on	the arrow landed on "Account"
works	MenuSub	resting on the sub-trigger opens the submenu	both submenu items are laid out
works	MenuSub	Escape closes the submenu and leaves the menu	the submenu is closed and the menu is open
BROKEN	DropdownMenu	Escape closes the menu	the items produce no boxes
works	DropdownMenu	focus goes back to the trigger	focus is on "Account"
unknown	rect	panel:Dropdown and context menu	0.0 0.0 314.0 222.0
works	ContextMenu	the secondary button opens it	both items are laid out
works	ContextMenu	Escape closes it	the items produce no boxes
unknown	rect	panel:Menubar	0.0 0.0 270.0 132.0
works	Menubar	a click opens the menu under it	the File items are laid out
BROKEN	Menubar	the right arrow moves along the bar and swaps the open menu	the Edit items are not up and the File items are still up
works	Menubar	Escape closes the bar's menu	the items produce no boxes
unknown	rect	panel:Select and combobox	0.0 0.0 514.0 219.0
works	Select	a closed select shows what is chosen, not its placeholder	the trigger says Pound sterling and the placeholder is not laid out
BROKEN	Select	it opens with its groups and labels	PROBE europe=false elsewhere=false dollar=true
works	Select	choosing closes the list and leaves the choice on the trigger	the list is closed and the trigger says US dollar
unknown	rect	panel:Select and combobox	0.0 0.0 514.0 219.0
unknown	Combobox	note	no input
unknown	rect	panel:Command	0.0 0.0 314.0 337.0
unknown	Command	note	no input
unknown	rect	panel:Breadcrumb and pagination	0.0 0.0 270.0 255.0
works	Breadcrumb	the whole trail is laid out	3 of 3 crumbs
works	Pagination	it starts on the page it was given	it reads Some("page 4")
works	Pagination	the last control in the row steps the page	clicking it gave Some("page 5")
unknown	rect	panel:Navigation menu	0.0 0.0 514.0 127.0
works	NavigationMenu	it starts with nothing open	the Products links produce no boxes
works	NavigationMenu	a click opens its section	the Products links are laid out
works	NavigationMenu	opening one section closes the other	the Company links are up and the Products links are gone
works	NavigationMenu	Escape closes what is open	the links produce no boxes
unknown	rect	panel:Sidebar	0.0 0.0 1130.0 254.0
works	Sidebar	it is laid out with its groups and its items	the panel is Some(1130.0) device pixels wide
BROKEN	Sidebar	Ctrl+B folds it from anywhere in the window	it was Some(1130.0) wide and is now Some(1130.0)
works	Sidebar	the trigger unfolds it again	it is Some(1130.0) wide, and it started at Some(1130.0)
unknown	rect	panel:Scroll area	0.0 0.0 514.0 255.0
works	ScrollArea	it holds more than it shows	the content is 688 tall and the box shows 160
works	ScrollArea	the wheel scrolls it	three notches moved the offset from 0.0 to 45.5
works	ScrollArea	a trackpad gesture scrolls it too	the offset went from 45.5 to 461.8
works	ScrollArea	the wheel scrolls back up and stops at the top	the offset came back to 230.0
unknown	rect	panel:Resizable	0.0 213.0 314.0 255.0
works	Resizable	both panes are laid out	the first pane is Some(98.0) device pixels wide
works	Resizable	dragging the handle moves the split	the first pane went from Some(98.0) to Some(280.0)
BROKEN	Resizable	the arrows move the split as well	two left arrows took it from Some(280.0) to Some(280.0)
unknown	rect	panel:Carousel	0.0 0.0 270.0 134.0
works	Carousel	its slides are laid out	the slides with boxes are ["One", "One"]
works	Carousel	the next control moves the slides along	the first slide's left edge went from Some(17.0) to Some(-155.0)
works	PageScroll	a notch away from the user moves the page down	one notch took the page from 3377.3 to 3440.3 device pixels
unknown	PageScroll	note	one notch covered 63.0 device pixels and three covered 189.0
works	PageScroll	a notch towards the user moves it back and stops at the top	six notches up came back to 3251.3
unknown	PageScroll	note	a 120 CSS-pixel gesture moved it 360.0 device pixels at scale 1.00
works	PageScroll	hovering does not move the page	the page was at 1469.3 and a hover at (135, 94) left it at 1469.3
works	PageScroll	pressing does not move the page	the page was at 1469.3 and is at 1469.3 after a click
unknown	rect	panel:Table	0.0 0.0 514.0 302.0
works	Table	the header, body and footer rows are all laid out	5 of 5 cells
works	Table	the amounts share a column and are aligned to its end	their right edges are at [497.0, 497.0, 497.0]
unknown	rect	panel:Data table	0.0 0.0 1130.0 320.0
BROKEN	DataTable	it pages rather than showing everything	the first page holds ["Paper", "Paper", "Ink", "Ink", "Binding", "Binding"]
works	DataTable	clicking a column heading sorts the rows	["Paper", "Paper", "Ink", "Ink", "Binding", "Binding"] became ["Binding", "Binding", "Envelopes", "Envelopes", "Ink", "Ink"]
BROKEN	DataTable	typing in the filter narrows the rows	filtering for ink left ["Ink", "Ink"]
unknown	rect	panel:Chart	0.0 0.0 514.0 904.0
works	Chart	the charts produce marks	23 textless boxes in the panel
works	Chart	the marks differ in size the way the numbers do	the tallest and shortest mark differ by 232.0 device pixels
unknown	rect	panel:Calendar and date picker	0.0 0.0 314.0 434.0
works	Calendar	a month of days is laid out	84 day cells
works	DatePicker	the button opens a month	a day cell is laid out under the button
works	DatePicker	choosing a day closes the month and puts the date on the button	the placeholder is gone
BROKEN	Calendar	the arrows walk the days	focus went from "15" to "15"
unknown	rect	panel:Virtualised list	0.0 0.0 270.0 271.0
works	Virtualize	only a window of the hundred thousand rows exists	10 rows are laid out
BROKEN	Virtualize	the window starts at the top	the first row is Some("row 0row 1row 2row 3row 4row 5row 6row 7row 8row 9row 10")
works	Virtualize	scrolling brings rows from further down the list	the first row is now Some("row 309row 310row 311row 312row 313row 314row 315row 316row 317row 318row 319row 320row 321row 322row 323") at offset 7524
works	Virtualize	the window stays small however far it is scrolled	14 rows exist after scrolling
works	Focus	everything in the focus order is laid out	102 focusable nodes, 0 of which have no box
works	Focus	the page has as many controls as it shows	102 focusable nodes
works	Focus	Tab keeps moving rather than sticking	90 tabs stayed put 0 times and landed nowhere 0 times
works	Focus	Tab reaches a large part of the page	90 tabs visited 90 distinct controls
works	Focus	Shift+Tab goes back the way Tab came	forward at Some(NodeId(doc 0, 4294969886)), back to Some(NodeId(doc 0, 4294969828)), and back-back-forward to Some(NodeId(doc 0, 4294969828))
unknown	rect	focus:ring	-418.0 354.0 8.0 8.0
unknown	rect	theme:Button	-860.0 -4194.0 514.0 338.0
unknown	rect	theme:Badge, label, separator	-330.0 -4194.0 314.0 312.0
unknown	rect	theme:Avatar and skeleton	0.0 -4194.0 270.0 267.0
unknown	rect	theme:Icon	-330.0 -3840.0 314.0 183.0
unknown	rect	theme:Input and textarea	0.0 -3840.0 270.0 414.0
unknown	rect	theme:One-time code	-860.0 -3338.0 514.0 159.0
unknown	rect	theme:Form	-330.0 -3338.0 314.0 226.0
unknown	rect	theme:Checkbox	0.0 -3338.0 270.0 181.0
unknown	rect	theme:Radio and switch	-860.0 -3096.0 514.0 189.0
unknown	rect	theme:Toggle	-330.0 -3096.0 314.0 230.0
unknown	rect	theme:Slider	0.0 -3096.0 270.0 217.0
unknown	rect	theme:Alert	-860.0 -2850.0 514.0 258.0
unknown	rect	theme:Card	-330.0 -2850.0 314.0 295.0
unknown	rect	theme:Progress	0.0 -2850.0 270.0 201.0
unknown	rect	theme:Accordion	-330.0 -2539.0 314.0 291.0
unknown	rect	theme:Collapsible	0.0 -2539.0 270.0 132.0
unknown	rect	theme:Tabs	-860.0 -2232.0 514.0 165.0
unknown	rect	theme:Table	-860.0 -654.0 514.0 302.0
BROKEN	ThemeProvider	the switch changes the scheme the window says it is in	the badge went from Some("light") to Some("light")
works	ThemeProvider	the switch goes back again	the badge reads Some("light")
